1643358.706	48
1617295.308	48
1693529.889	40
1620165.506	48
1579998.599	56
1648949.606	48
1642905.75	48
1658535.659	48
1720025.283	40
1686026.492	56
1669063.676	48
1634839.576	48
1624170.159	48
1693749.757	40
1743517.64	32
1607972.826	48
1705260.985	40
1701937.778	48
1619326.464	48
1639783.725	48
1644919.061	48
1686558.746	48
1656327.091	48
1740624.354	40
1648755.344	48
1856389.511	32
1592930.113	48
1674696.675	48
1675887.388	48
1647051.509	48
1669463.659	48
1808339.773	48
1669259.44	48
1719473.864	48
1666614.989	40
1572911.79	48
1645323.533	48
1591909.429	48
1665265.421	48
1594315.45	48
1672695.395	48
1676256.918	48
1668963.164	48
1457189.39	48
1664486.743	40
1738341.773	32
1600877.863	48
1665490.045	40
1653186.72	40
1717543.562	48
1651765.798	40
1651586.857	48
1690750.023	40
1677625.06	40
1589369.382	56
1744325.628	48
1664954.513	48
1695562.552	40
1580019.266	48
1624500.521	48
1687143.524	40
1739405.56	32
1674931.685	48
1640750.67	48
1598166.902	48
1693762.236	40
1622055.188	48
1770543.453	48
1701308.53	48
1784525.059	40
1807221.926	40
1694467.828	32
1795995.145	40
1637090.444	48
1645942.353	48
1624977.761	48
1640681.481	48
1508850.195	56
1658297.846	48
1664866.199	40
1556447.153	48
1814873.408	40
1844053.146	40
1732277.1	48
1702234.501	40
1624467.913	48
1657913.042	48
1633777.324	48
1621175.059	48
1712289.181	40
1673159.543	40
1750771.26	48
1637980.249	48
1633951.041	48
1832461.867	40
1632103.154	48
1651482.193	48
1717720.092	56
1765169.611	48
1602911.973	48
1593101.995	56
1677456.128	40
1679381.968	48
1646360.299	48
1649112.292	48
1659169.828	48
1648795.208	48
1707469.288	40
1629534.204	48
1816553.225	40
1677335.269	40
1665270.343	48
1619441.388	56
1670139.23	48
1799960.572	40
1724736.417	48
1625989.106	48
1648693.492	48
1574589.027	48
1599845.108	48
1691760.447	40
1681002.836	40
1764208.302	40
1837604.791	40
1672491.737	40
1627812.95	48
1645401.241	48
1667605.485	48
1629003.106	48
1670481.916	48
1632384.493	48
1688052.513	48
1780446.156	48
1663672.61	48
1629353.666	48
1805370.365	40
1655270.386	48
1771056.971	40
1762626.974	32
1577305.4	56
1587017.152	56
1660671.036	48
1646145.118	48
1677275.68	48
1640105.762	48
1766062.377	48
1687097.081	40
1588363.9	56
1788275.453	40
1652345.448	48
1672402.884	40
1699783.13	48
1734160.563	32
1692786.825	40
1587222.452	48
1658626.061	48
1677716.999	48
1780498.145	40
1689666.371	40
1820729.391	40
1872775.378	32
1672773.308	40
1796632.35	48
1695268.691	40
1658106.334	48
1633515.245	56
1652427.153	40
1650539.374	48
1663388.187	48
1702804.658	40
1574414.322	56
1664085.417	48
1641587.945	48
1681593.77	40
1784403.316	48
1642469.27	48
1649213.669	48
1631042.294	48
1692212.486	48
1656468.121	48
1690131.363	48
1683013.19	48
1670881.893	40
1895126.581	32
1638510.293	48
1629235.188	48
1692453.364	40
1662041.69	48
1727813.165	40
1669791.252	48
1604248.655	48
1631289.742	48
1772678.098	48
1657822.85	48
1796962.469	40
1619839.537	48
1638160.82	56
1601687.923	48
1673276.334	48
1760290.214	48
1675504.754	48
1588193.475	48
1744555.811	48
1685924.38	48
1576844.453	56
1692569.778	40
1803819.116	40
1645594.65	48
1609932.808	48
1604513.205	48
1717871.425	48
1567300.71	48
1690870.755	48
1716853.782	48
1721828.636	40
1643702.727	48
1640654.844	48
1647777.394	48
1630463.908	48
1808581.893	40
1650607.292	48
1618901.391	48
1739290.522	56
1754020.174	48
1642068.515	48
1593087.181	48
1735955.304	40
1703086.015	40
1675563.311	48
1554750.307	56
1558915.011	48
1816785.474	40
1631816.56	48
1785900.889	40
1725558.626	32
1687108.085	40
1640745.743	48
1625551.736	48
1689222.765	40
1688431.456	48
1639869.553	48
1710248.274	40
1629953.227	48
1676719.534	48
1703740.605	48
1641867.543	48
1644389.33	48
1723310.519	48
1692274.138	40
1688182.448	40
1782031.364	48
1676486.281	40
1676030.479	48
1735193.055	40
